year_released,artist,track,time,genre,date_entered,date_peaked,weeks_on_chart,days_to_peak,Week,Ranking,week_date,rank_on_chart
2000,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,6,14 days 00:00:00.000000000,15,,2000-07-08,
2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,56 days 00:00:00.000000000,15,82.0,2000-07-08,19.0
2000,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,14 days 00:00:00.000000000,15,,2000-06-10,
2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,14 days 00:00:00.000000000,15,89.0,2000-11-11,12.0
2000,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,70 days 00:00:00.000000000,15,94.0,2000-02-19,7.0
2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,70 days 00:00:00.000000000,15,74.0,2000-12-30,27.0
2000,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,28 days 00:00:00.000000000,15,,2001-01-06,
2000,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,10,42 days 00:00:00.000000000,15,,2000-06-10,
2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,28 days 00:00:00.000000000,15,93.0,2001-02-17,8.0
2000,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,21 days 00:00:00.000000000,15,,2000-05-27,
2000,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,9,14 days 00:00:00.000000000,15,,2000-04-22,
2000,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,11,49 days 00:00:00.000000000,15,,2000-08-05,
2000,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,42 days 00:00:00.000000000,15,,2000-09-30,
2000,"Price, Kelly",As We Lay,6:20,Rock,2000-07-15,2000-08-05,8,21 days 00:00:00.000000000,15,,2000-10-21,
2000,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,28 days 00:00:00.000000000,15,,2000-04-22,
2000,"Martin, Ricky",Private Emotion,4:02,Latin,2000-03-11,2000-03-18,5,7 days 00:00:00.000000000,15,,2000-06-17,
2000,Nine Days,If I Am,4:18,Rock,2000-12-02,2000-12-02,5,0 days 00:00:00.000000000,15,,2001-03-10,
2000,"Blige, Mary J.",Give Me You,5:00,Rock,2000-04-15,2000-05-13,9,28 days 00:00:00.000000000,15,,2000-07-22,
2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,77 days 00:00:00.000000000,15,77.0,2000-11-04,24.0
2000,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,35 days 00:00:00.000000000,15,,2000-12-09,
2000,"Brooks, Garth",Do What You Gotta Do,2:56,Country,2000-02-19,2000-03-18,6,28 days 00:00:00.000000000,15,,2000-05-27,
2000,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,9,14 days 00:00:00.000000000,15,,2001-03-03,
2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,21 days 00:00:00.000000000,15,89.0,2000-12-23,12.0
2000,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,9,28 days 00:00:00.000000000,15,,2000-09-23,
2000,D'Angelo,Left & Right,4:35,R&B,1999-12-11,2000-01-01,5,21 days 00:00:00.000000000,15,,2000-03-18,
2000,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,9,14 days 00:00:00.000000000,15,,2000-07-01,
2000,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,14,63 days 00:00:00.000000000,15,,2000-12-23,
2000,Q-Tip,Breathe And Stop,4:06,Rock,2000-01-22,2000-01-22,5,0 days 00:00:00.000000000,15,,2000-04-29,
2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,7 days 00:00:00.000000000,15,88.0,2000-12-16,13.0
2000,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,11,35 days 00:00:00.000000000,15,,2000-03-11,
2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4:22,Rap,2000-02-26,2000-03-11,7,14 days 00:00:00.000000000,15,,2000-06-03,
2000,"Wallflowers, The",Sleepwalker,3:29,Rock,2000-10-28,2000-10-28,6,0 days 00:00:00.000000000,15,,2001-02-03,
2000,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,13,35 days 00:00:00.000000000,15,,2000-05-20,
2000,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,11,35 days 00:00:00.000000000,15,,2000-03-11,
2000,Lox,"Ryde or Die, Chick",3:56,Rap,2000-03-18,2000-03-25,7,7 days 00:00:00.000000000,15,,2000-06-24,
2000,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,14,42 days 00:00:00.000000000,15,,2000-06-24,
2000,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,11,49 days 00:00:00.000000000,15,,2000-03-11,
2000,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,10,28 days 00:00:00.000000000,15,,2000-05-20,
2000,Yankee Grey,Another Nine Minutes,3:10,Country,2000-04-29,2000-05-20,8,21 days 00:00:00.000000000,15,,2000-08-05,
2000,"Bega, Lou",Tricky Tricky ,3:23,Rock,2000-01-29,2000-02-05,3,7 days 00:00:00.000000000,15,,2000-05-06,
2000,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,15,14 days 00:00:00.000000000,15,100.0,2000-07-29,1.0
2000,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,15,77 days 00:00:00.000000000,15,99.0,2000-09-23,2.0
2000,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,9,7 days 00:00:00.000000000,15,,2001-03-03,
2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,6,0 days 00:00:00.000000000,15,,2001-03-24,
2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,3,7 days 00:00:00.000000000,15,,2000-04-08,
2000,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,11,42 days 00:00:00.000000000,15,,2001-01-27,
2000,"Byrd, Tracy",Put Your Hand In Mine,4:30,Country,2000-01-29,2000-02-12,8,14 days 00:00:00.000000000,15,,2000-05-06,
2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,35 days 00:00:00.000000000,15,91.0,2000-08-19,10.0
2000,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,15,56 days 00:00:00.000000000,15,94.0,2000-11-18,7.0
2000,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,12,70 days 00:00:00.000000000,15,,2000-02-19,
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8,21 days 00:00:00.000000000,15,,2000-06-24,
2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8,28 days 00:00:00.000000000,15,,2000-06-03,
2000,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,2000-02-05,5,14 days 00:00:00.000000000,15,,2000-04-29,
2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,56 days 00:00:00.000000000,15,,2000-04-15,
2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,9,28 days 00:00:00.000000000,15,,2000-08-26,
2000,"Estefan, Gloria",No Me Dejes De Querer,3:25,Rock,2000-06-10,2000-06-10,1,0 days 00:00:00.000000000,15,,2000-09-16,
2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,21 days 00:00:00.000000000,15,,2000-10-14,
2000,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,6,21 days 00:00:00.000000000,15,,2000-06-10,
2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,49 days 00:00:00.000000000,15,,2000-12-30,
2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,28 days 00:00:00.000000000,15,,2001-02-24,
2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,21 days 00:00:00.000000000,15,,2000-12-30,
2000,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,6,28 days 00:00:00.000000000,15,,2000-07-08,
2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,28 days 00:00:00.000000000,15,,2000-08-26,
2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,9,35 days 00:00:00.000000000,15,,2001-02-03,
2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,35 days 00:00:00.000000000,15,,2001-01-20,
2000,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,6,7 days 00:00:00.000000000,15,,2000-05-13,
2000,"Hollister, Dave",Can't Stay,6:17,Rock,2000-03-25,2000-03-25,4,0 days 00:00:00.000000000,15,,2000-07-01,
2000,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,5,14 days 00:00:00.000000000,15,,2000-12-23,
2000,LFO,West Side Story,3:27,Rock,2000-08-05,2000-08-12,4,7 days 00:00:00.000000000,15,,2000-11-11,
2000,"Paisley, Brad",Me Neither,3:19,Country,2000-05-13,2000-05-20,4,7 days 00:00:00.000000000,15,,2000-08-19,
2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,7,14 days 00:00:00.000000000,15,,2000-09-30,
2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,2000-09-02,2000-09-09,3,7 days 00:00:00.000000000,15,,2000-12-09,
2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,70 days 00:00:00.000000000,15,93.0,2000-10-14,8.0
2000,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5,7 days 00:00:00.000000000,15,,2000-10-21,
2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,63 days 00:00:00.000000000,15,89.0,2000-03-11,12.0
2000,"Spencer, Tracie",Still In My Heart,4:11,Rock,2000-03-04,2000-03-11,3,7 days 00:00:00.000000000,15,,2000-06-10,
2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,14 days 00:00:00.000000000,15,,2000-09-09,
2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,6,21 days 00:00:00.000000000,15,,2000-07-01,
2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5,7 days 00:00:00.000000000,15,,2000-11-25,
2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,49 days 00:00:00.000000000,15,,2000-03-04,
2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,6,21 days 00:00:00.000000000,15,,2000-04-08,
2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,7,21 days 00:00:00.000000000,15,,2001-02-17,
2000,"Price, Kelly",Love Sets You Free,3:46,Rock,2000-05-13,2000-05-20,4,7 days 00:00:00.000000000,15,,2000-08-19,
2000,En Vogue,Riddle,5:10,Rock,2000-06-17,2000-06-17,4,0 days 00:00:00.000000000,15,,2000-09-23,
2000,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,49 days 00:00:00.000000000,15,,2000-06-24,
2000,Anastacia,I'm Outta Love,4:01,Pop,2000-04-01,2000-04-01,3,0 days 00:00:00.000000000,15,,2000-07-08,
2000,Trina,Pull Over,2:58,Rap,2000-09-09,2000-09-16,4,7 days 00:00:00.000000000,15,,2000-12-16,
2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,7,35 days 00:00:00.000000000,15,,2000-11-18,
2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5,21 days 00:00:00.000000000,15,,2000-10-14,
2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5,7 days 00:00:00.000000000,15,,2001-02-17,
2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,3,0 days 00:00:00.000000000,15,,2001-03-31,
2000,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,3,7 days 00:00:00.000000000,15,,2000-06-10,
2000,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,2000-12-02,3,0 days 00:00:00.000000000,15,,2001-03-10,
2000,Tuesday,I Know,4:06,Rock,2000-12-30,2000-12-30,2,0 days 00:00:00.000000000,15,,2001-04-07,
2000,LL Cool J,Imagine That,4:00,Rap,2000-08-12,2000-08-19,2,7 days 00:00:00.000000000,15,,2000-11-18,
2000,Master P,Souljas,3:33,Rap,2000-11-18,2000-11-18,1,0 days 00:00:00.000000000,15,,2001-02-24,
2000,Ghostface Killah,Cherchez LaGhost,3:04,R&B,2000-08-05,2000-08-05,1,0 days 00:00:00.000000000,15,,2000-11-11,
2000,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,4,0 days 00:00:00.000000000,15,,2000-05-20,
2000,Zombie Nation,Kernkraft 400,3:30,Rock,2000-09-02,2000-09-02,2,0 days 00:00:00.000000000,15,,2000-12-09,
2000,"Eastsidaz, The",Got Beef,3:58,Rap,2000-07-01,2000-07-01,2,0 days 00:00:00.000000000,15,,2000-10-07,
2000,Fragma,Toca's Miracle,3:22,R&B,2000-10-28,2000-10-28,1,0 days 00:00:00.000000000,15,,2001-02-03,
2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,56 days 00:00:00.000000000,16,1.0,2001-01-06,100.0
2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,56 days 00:00:00.000000000,16,1.0,2000-05-27,100.0
2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,98 days 00:00:00.000000000,16,1.0,2000-02-05,100.0
2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,35 days 00:00:00.000000000,16,8.0,2000-11-25,93.0
2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,70 days 00:00:00.000000000,16,8.0,2000-11-18,93.0
2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,70 days 00:00:00.000000000,16,3.0,2000-09-30,98.0
2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,84 days 00:00:00.000000000,16,2.0,2000-04-08,99.0
2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,84 days 00:00:00.000000000,16,3.0,2000-07-15,98.0
2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,49 days 00:00:00.000000000,16,8.0,2000-10-07,93.0
2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,273 days 00:00:00.000000000,16,35.0,1999-09-18,66.0
2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,84 days 00:00:00.000000000,16,4.0,2000-08-19,97.0
2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,49 days 00:00:00.000000000,16,11.0,2000-03-11,90.0
2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,175 days 00:00:00.000000000,16,8.0,2000-05-06,93.0
2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,182 days 00:00:00.000000000,16,62.0,2000-08-26,39.0
2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,91 days 00:00:00.000000000,16,2.0,2000-07-01,99.0
2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,84 days 00:00:00.000000000,16,2.0,2000-08-12,99.0
2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,70 days 00:00:00.000000000,16,28.0,2000-03-25,73.0
2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,168 days 00:00:00.000000000,16,21.0,2000-02-19,80.0
2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,105 days 00:00:00.000000000,16,2.0,2000-12-02,99.0
2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,91 days 00:00:00.000000000,16,3.0,2001-01-13,98.0
2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,49 days 00:00:00.000000000,16,15.0,2000-07-01,86.0
2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,98 days 00:00:00.000000000,16,2.0,2000-06-10,99.0
2000,98�,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,42 days 00:00:00.000000000,16,67.0,2000-12-02,34.0
2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,98 days 00:00:00.000000000,16,4.0,2000-08-26,97.0
2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,217 days 00:00:00.000000000,16,28.0,2000-07-22,73.0
2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,112 days 00:00:00.000000000,16,4.0,2000-05-13,97.0
2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,77 days 00:00:00.000000000,16,17.0,2000-07-29,84.0
2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,126 days 00:00:00.000000000,16,5.0,1999-12-18,96.0
2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,182 days 00:00:00.000000000,16,15.0,2000-04-15,86.0
2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,112 days 00:00:00.000000000,16,5.0,2000-02-05,96.0
2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,77 days 00:00:00.000000000,16,7.0,2000-05-13,94.0
2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,49 days 00:00:00.000000000,16,68.0,2000-08-19,33.0
2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,105 days 00:00:00.000000000,16,4.0,2000-11-25,97.0
2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,91 days 00:00:00.000000000,16,7.0,2000-12-23,94.0
2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,91 days 00:00:00.000000000,16,6.0,2000-02-05,95.0
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,42 days 00:00:00.000000000,16,12.0,2000-03-11,89.0
2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,91 days 00:00:00.000000000,16,9.0,2000-06-03,92.0
2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,63 days 00:00:00.000000000,16,9.0,2001-01-13,92.0
2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,63 days 00:00:00.000000000,16,15.0,2000-10-14,86.0
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,77 days 00:00:00.000000000,16,9.0,2000-04-15,92.0
2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,77 days 00:00:00.000000000,16,7.0,2000-08-19,94.0
2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,112 days 00:00:00.000000000,16,11.0,2000-02-26,90.0
2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,77 days 00:00:00.000000000,16,11.0,2000-03-18,90.0
2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,49 days 00:00:00.000000000,16,42.0,2000-03-25,59.0
2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,49 days 00:00:00.000000000,16,29.0,2000-12-02,72.0
2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,35 days 00:00:00.000000000,16,14.0,2000-06-17,87.0
2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,315 days 00:00:00.000000000,16,61.0,1999-12-25,40.0
2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,140 days 00:00:00.000000000,16,17.0,2000-08-12,84.0
2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,105 days 00:00:00.000000000,16,7.0,2000-09-09,94.0
2000,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,2000-01-08,5,14 days 00:00:00.000000000,16,,2000-04-08,
2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,91 days 00:00:00.000000000,16,10.0,2000-05-06,91.0
2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,49 days 00:00:00.000000000,16,49.0,2000-08-05,52.0
2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,49 days 00:00:00.000000000,16,31.0,2001-01-27,70.0
2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,84 days 00:00:00.000000000,16,11.0,2000-10-21,90.0
2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,63 days 00:00:00.000000000,16,21.0,2000-12-30,80.0
2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,77 days 00:00:00.000000000,16,12.0,2000-09-09,89.0
2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,91 days 00:00:00.000000000,16,17.0,2000-02-12,84.0
2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,63 days 00:00:00.000000000,16,19.0,2001-02-10,82.0
2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,84 days 00:00:00.000000000,16,17.0,2000-08-19,84.0
2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,70 days 00:00:00.000000000,16,22.0,2000-03-11,79.0
2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,56 days 00:00:00.000000000,16,73.0,2001-01-20,28.0
2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,77 days 00:00:00.000000000,16,19.0,2000-11-25,82.0
2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,91 days 00:00:00.000000000,16,15.0,2000-08-12,86.0
2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,28 days 00:00:00.000000000,16,81.0,2000-05-13,20.0
2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,70 days 00:00:00.000000000,16,21.0,2000-05-06,80.0
2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,105 days 00:00:00.000000000,16,14.0,2000-05-27,87.0
2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,42 days 00:00:00.000000000,16,75.0,2000-12-30,26.0
2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,77 days 00:00:00.000000000,16,20.0,2000-12-23,81.0
2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,28 days 00:00:00.000000000,16,51.0,2000-03-25,50.0
2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,21 days 00:00:00.000000000,16,85.0,2000-07-29,16.0
2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,105 days 00:00:00.000000000,16,17.0,2000-08-26,84.0
2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,77 days 00:00:00.000000000,16,29.0,2000-08-05,72.0
2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,56 days 00:00:00.000000000,16,44.0,2000-06-03,57.0
2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,98 days 00:00:00.000000000,16,20.0,2000-01-29,81.0
2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,49 days 00:00:00.000000000,16,,2000-07-01,
2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,14 days 00:00:00.000000000,16,,2000-04-01,
2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,28 days 00:00:00.000000000,16,69.0,2000-12-02,32.0
2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,91 days 00:00:00.000000000,16,25.0,2000-07-15,76.0
2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,105 days 00:00:00.000000000,16,20.0,2000-01-22,81.0
2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,49 days 00:00:00.000000000,16,28.0,2000-07-08,73.0
2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,7,14 days 00:00:00.000000000,16,,2000-08-05,
2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,42 days 00:00:00.000000000,16,96.0,2000-10-14,5.0
2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,77 days 00:00:00.000000000,16,27.0,2001-01-13,74.0
2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,35 days 00:00:00.000000000,16,,2000-11-11,
2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,49 days 00:00:00.000000000,16,,2000-03-04,
2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,63 days 00:00:00.000000000,16,31.0,2000-10-21,70.0
2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,84 days 00:00:00.000000000,16,39.0,2000-07-22,62.0
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,84 days 00:00:00.000000000,16,70.0,2000-03-04,31.0
2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,70 days 00:00:00.000000000,16,37.0,2000-12-09,64.0
2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,21 days 00:00:00.000000000,16,31.0,2000-08-12,70.0
2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,77 days 00:00:00.000000000,16,25.0,2000-01-29,76.0
2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,91 days 00:00:00.000000000,16,62.0,2000-01-22,39.0
2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,63 days 00:00:00.000000000,16,46.0,2000-09-09,55.0
